Shane Sowers,3975770156,82
Jennifer Heuer,5306887135,42
Nicholas Edemann,1608813466,22
Salvatore Paquette,5849942716,76
Caleb Dennig,9268140409,72
Ella Pancoast,4548012346,1
Jannet Kornegay,2158383702,41
George Abbott,3557304709,48
Susanna Jordan,4758876601,69
Max Erebia,1602050537,77
Wilma Pinon,1584181581,42
Benjamin Franco,2554138698,34
Carole Hite,3131511318,63
Loretta Collins,8112425904,35
Wendell Bormann,5580796394,44
Adele Torres,3856562540,40
Tiffany Perry,4362772926,44
Beatrice Cline,4573520473,8
Timothy Lyon,8159279908,71
Maggie Desoto,7865901565,58
Noreen Bussell,1316628583,93
Connie Edwards,9835001910,60
Darlene Roy,9565664235,45
Terri Ferrini,8731476674,60
Patsy Leardi,5883134742,51
Bruno Garcia,2798311760,96
Kenneth Feliciano,7311844146,63
Clara Graybill,1097904683,61
Rosalind Newsom,1981669448,94
Michael Richman,6300510451,8
Bill Miranda,4515162704,58
Sheri Hollingsworth,6331919006,12
Doris Ashton,3643211856,88
Horace Niess,1624580641,67
Jacqueline Young,8087661147,80
Gene Connor,8988864945,43
Jamie Manigault,1768348404,66
Roberto Senior,5307323049,100
Flossie Whitten,2067736932,33
Tricia Rogers,2392244582,42
Adelina Webb,2606983975,78
Eric Martinez,7572470615,82
Ethel Mariska,8890124918,0
Ramon Ware,6021646386,4
Larry Vanvliet,3466076667,6
Daniel Austell,8897614755,33
Gary Hines,8610718384,31
Kenneth Feliciano,7311844146,16
Billie Sebastian,9110899296,85
Moises Major,6114661239,88
Kris Mcguire,6048397967,72
Roberto Senior,5307323049,13
Claude Black,2250080278,82
Wanda Larsen,8697880838,78
Harold Hartung,2848971310,98
Eliza Brooks,2667471843,94
Roberto Senior,5307323049,34
Ollie Ring,1417228964,97
Joan From,7437603547,65
Andrew Morey,8836694647,50
Tom Woods,7777872013,72
Debra Youngblood,6696145165,13
Hannelore Mcveigh,7954389575,69
Robin Hagge,1092108441,49
Wesley Crawley,7456572416,81
Arlene Auclair,9137167282,95
Irene Axel,6340258154,68
Laura Buss,4893037222,36
Austin Fleming,6994794922,66
Michelle Samford,9969694911,13
April Parris,8078328489,0
Edwin Isbell,6700359745,66
Danielle Meyers,9682568188,6
Irene Axel,6340258154,1
Eddie William,9564621740,27
Heather Pina,1293103908,27
Brooke Virgo,3462109964,66
Gail Myers,9035290920,69
Luz Hankins,8517875756,84
Shawna Herman,2420240742,74
Mary Strop,4293923281,48
Ola Velasco,4514863474,97
Tony Duncan,3753110512,17
Frederick Tapia,2642616590,17
Norman Fleury,5450840734,20
Ricky Bailey,2211285164,14
Bessie Holtmeier,1442371924,12
Maureen Granger,2489225305,40
Christine Doss,1636243737,45
Perry Bone,2716754208,59
Ria Mcqueeney,3570873099,3
Joanne Aleman,7135201934,12
Tina Patterson,8524021830,42
Steven Wilson,9360025736,86
Hannelore Mcveigh,7954389575,48
Cindy Burns,5216861144,92
James Martel,5670564200,94
Doris Ashton,3643211856,71
Dennis Hottel,1971866627,3
Rudy Thomas,7292516776,66
