Norma Millett,9985473498,43
Derek Markee,6399084886,85
Otis Bose,8562382853,75
Helen Hunt,2125261628,11
Billie Sebastian,9110899296,59
Wanda Larsen,8697880838,36
Darlene Roy,9565664235,7
Warren Wood,6101884929,36
Marian Sims,7413064610,74
Ria Mcqueeney,3570873099,34
June Pike,4978837642,7
Kylee Frieden,8809042224,30
Joan From,7437603547,100
Kory Snider,4812093955,84
Edgar Holt,1315454973,25
Samantha Borthwick,6099749225,14
Lola Caldwell,4734198787,57
Daniel Austell,8897614755,14
Lavada Rommel,8741606388,14
Veronica Newman,5217530473,75
Sheila Eskew,9384428528,58
Josephine Becton,7592591507,52
Donald Romano,1087621519,69
Marisol Dube,6157779304,98
Cara Bergman,1054073111,46
Edwin Isbell,6700359745,75
Patti Howard,8207879173,43
Maynard Turner,7045513263,25
Kelly Rodriguez,5122814722,25
Wanda Larsen,8697880838,71
Calvin Hixson,7653098088,8
Nicholas Edemann,1608813466,49
Warren Wood,6101884929,21
Susan Haslam,3582495517,99
Barry Dungan,6310595245,24
Matthew Ridenour,5659855487,12
Corey Kannel,9426776370,35
Charlie Felker,2639446938,45
Suzanne Hughes,7332089995,8
Richard Aguilar,5625762287,92
Tam Leslie,1664421920,100
Christina Villalpando,2381163253,9
Nora Rivera,4279962478,48
Rona Norris,6614229489,11
Charles Boggess,7633889885,59
Golda Landers,7307420201,9
Jonathan Baker,7918964875,95
Maggie Desoto,7865901565,76
Scott Starkey,2095915294,85
Heather Pina,1293103908,96
Chantel Ferrara,4127582275,23
Jewel Combest,5558618206,43
Antony Myrick,9887396201,34
Chad Wilkins,1845932505,10
Edwin Isbell,6700359745,99
Jennifer Heuer,5306887135,71
Kenneth Feliciano,7311844146,28
Beatriz Smith,8494213477,7
Maynard Turner,7045513263,58
Joanne Aleman,7135201934,28
Joseph Block,5873629511,24
Austin Fleming,6994794922,22
Brooke Virgo,3462109964,0
Norma Millett,9985473498,99
Shantay Salazar,6977198474,32
Emilia Roane,9416091697,87
Martha Fincher,6123374640,80
Roslyn Daner,2648859189,78
Peggy Harding,9264302561,16
Ashleigh Alexander,4287496364,95
Lorine Richard,5833978643,22
Chris Melton,4503253433,84
Betty Troupe,9510881536,24
Mitchell Keys,5401964929,41
Patrica Thames,6860306466,76
Sonya Hendren,3472929407,22
Alisia Mitchell,4390836851,69
Jenna Rojas,1794736314,8
Joan From,7437603547,0
Taylor Goodman,3043828363,25
Donna Peacock,4044315514,48
Loretta Collins,8112425904,24
Jim Hayward,5859109165,97
Sabrina Lothridge,9934373031,99
Christine Doss,1636243737,2
Bennie Walton,7251876258,76
Evelin Cox,1849200935,1
Bessie Holtmeier,1442371924,55
Nora Rivera,4279962478,23
Constance Drewry,8700262567,87
Rudy Thomas,7292516776,57
Sandra Whitehead,8648786034,77
Octavio Strother,8130435497,9
Sara Troutman,4799326905,22
Ralph Berry,2572374654,15
Heather Pina,1293103908,74
Stacey Dallmann,2636360567,11
Abigail Mcintyre,8997503394,6
Blaine Ivy,2745530565,96
Glen Casey,2457914359,43
