Paulette Broussard,7783488063,12
Jennifer Heuer,5306887135,2
John Bradshaw,6082423438,16
Maurice Salvage,7699062932,95
Colleen Lecy,3068463576,95
Abel Eggert,5780484605,7
Ollie Ring,1417228964,88
Ferne Warner,3544578208,61
Margaret Millhiser,4207078004,27
Ruth Ramon,8114094148,57
Karina Shultz,3599000594,97
Brandon Dwight,2647208007,78
Kevin Gillaspie,7111211933,39
Lila Simonsen,3378041613,19
Wallace Haward,8603149142,4
Todd Twyman,9057757185,48
Hope Mulkey,1894281496,31
Chad Wilkins,1845932505,33
Jodie Jones,7075322780,60
Scott Starkey,2095915294,81
Wesley Crawley,7456572416,37
Sheri Hollingsworth,6331919006,77
Elizebeth Lawson,9333556242,41
Justin Glenn,7215817721,32
Michael Richman,6300510451,51
Hope Mulkey,1894281496,15
Peter Hightower,8410542891,46
Grover Fontaine,3247415501,89
Luanne Still,7083711317,93
Joe Mcintosh,8729191298,60
Diane Difranco,1019894663,13
Socorro Neary,8847931961,98
Denise Allen,4674945763,11
Lola Caldwell,4734198787,98
Patrica Thames,6860306466,86
Douglas Craner,5329668130,14
Glenn Oliver,7211592306,52
Otis Bose,8562382853,24
Kayla Bennett,1917254653,39
Brandy Crawford,4144834573,25
Vanessa Roark,8799111316,31
Kristen Montanez,1542541377,24
Martha Fincher,6123374640,0
Roslyn Daner,2648859189,38
Vivian Sweeney,5989615737,21
Gladys Degroot,5180056530,49
Linda Martell,9243099561,2
Tomas Ammons,6883103704,68
Nora Rivera,4279962478,81
Roseann Herda,1115386334,48
Lisa Scott,8634841530,74
Alan Rufener,1781106958,9
Sonya Hendren,3472929407,67
Mary Strop,4293923281,58
Carl Ohara,8108187767,84
Ruby Straub,3924451851,28
Gabriel Cornell,9305204919,64
Patrica Thames,6860306466,24
Ronald Whitfield,3450137246,10
Ria Mcqueeney,3570873099,19
Derek Markee,6399084886,90
Mario Qualls,5384755398,1
Alice Nolan,8327907586,64
Christina Villalpando,2381163253,31
Haley Burgher,4122544949,45
Tanya Ciccone,4969169670,70
Annmarie Engebretson,1640534623,41
Tony Duncan,3753110512,47
Austin Fleming,6994794922,88
Daniel Austell,8897614755,58
Helene Fink,7941800949,62
Shawna Herman,2420240742,92
Lori Cook,5336232235,59
Scott Starkey,2095915294,59
Ilda Nickell,9731050144,52
Katheryn Rosenbeck,4267153540,23
Ramiro Segovia,4017082605,51
Tami Hershberger,9199289358,44
Kimberly Echols,7286104437,68
Jack Gustafson,1417257168,66
Tam Leslie,1664421920,2
Velma Gibbs,4793614622,99
Scott Starkey,2095915294,9
Kristin Gallagher,1742885324,27
Clara Graybill,1097904683,34
Connie Edwards,9835001910,50
Branden Mellas,2689096438,22
Kathy Poss,8955924801,66
Marion Musich,1281313215,99
Gladys Degroot,5180056530,42
Leonard Gregory,4785101640,44
Christopher Shuttleworth,4874856612,55
Johnnie Coldwell,7246456995,32
Curtis Eshelman,3690816472,79
Joanne Aleman,7135201934,16
Ramiro Segovia,4017082605,22
Janette Hood,4114827730,71
Johanna Andrade,5053452821,53
Muriel Tarvis,8340912800,8
Frederick Tapia,2642616590,90
