Mabel Degraff,5995223741,80
Velma Gibbs,4793614622,0
Alvin Macdonald,1762790248,39
Nicole Stewart,2718595938,86
Clara Graybill,1097904683,74
Dottie Timmons,5228802397,64
Elizebeth Lawson,9333556242,11
Clay Mathis,7497187518,74
Bryan Dodson,5970254274,30
Connie Edwards,9835001910,73
Antonia Swanson,7356029797,54
Karen Espinosa,5157600000,85
Scott Starkey,2095915294,3
Dalton Glover,9621557320,75
Anita Cooke,1768813317,87
Lavada Rommel,8741606388,77
Shawn Stroud,9318359875,63
Laverne Jarvi,6201131582,91
Michelle Samford,9969694911,87
Edith Redding,4651637550,41
Albert Gray,6800790294,19
Marleen Kenney,2458914946,88
Luz Hankins,8517875756,42
Bernadette Bragg,1756068811,28
Sheila Eskew,9384428528,96
Kathi Muller,1179689072,15
Irene Axel,6340258154,1
Douglas Craner,5329668130,99
Anthony Pawlosky,7156343793,81
Lori Cook,5336232235,87
Dewey Stanley,4378276074,27
Ruby Straub,3924451851,58
Shirley Kelsey,4832227338,41
Jamie Manigault,1768348404,16
Randall Hemphill,1845897844,68
Brenda Habeck,6539490066,61
Colette Johnson,8042627827,44
Chanda Kubinski,8845156523,80
Lavada Rommel,8741606388,36
Roger Ricks,8316510454,14
Dennis Hottel,1971866627,16
Brooke Virgo,3462109964,61
Kristen Montanez,1542541377,38
Dwayne Altmann,6618506013,15
Kylee Frieden,8809042224,50
Gregory Pacheco,1535724044,23
Chung Loven,9936136566,96
Dorothy Newberg,8689369838,83
Geraldine Berri,7894913060,18
Oscar Stanton,8023863771,70
Jim Hayward,5859109165,6
Michael Richman,6300510451,5
Shawna Herman,2420240742,7
Elbert Fisher,7655325889,78
Shawn Stroud,9318359875,90
Roberto Senior,5307323049,100
Emilia Roane,9416091697,88
Bessie Holtmeier,1442371924,51
Hilda Cyr,2596413950,88
Blaine Ivy,2745530565,40
Kristen Montanez,1542541377,38
Jeanine Lawton,2060542473,89
Clara Graybill,1097904683,9
George Abbott,3557304709,43
Perry Bone,2716754208,82
Theodore Haselton,7918127105,67
Jewel Combest,5558618206,60
Constance Drewry,8700262567,52
Anna Buckles,6834095128,20
Maribeth Benefield,1213004015,36
Glenda Pearson,7132662497,35
Omar Hamelton,7331449868,82
Leonard Gregory,4785101640,89
Charity Dorsey,5388507892,30
Tamara Zuniga,6221119531,48
Helene Fink,7941800949,79
Alvin Macdonald,1762790248,76
Hilda Cyr,2596413950,27
Rona Norris,6614229489,55
Christoper Maser,3276884863,87
Pamela Spruill,4833698323,49
Elsie Hargis,9023019339,76
Frankie Hamilton,3873421755,13
Joanne Aleman,7135201934,82
Kristen Montanez,1542541377,75
Gertha Rodman,6047535282,18
Connie Edwards,9835001910,56
Paul Almand,5216523104,4
Eliza Brooks,2667471843,75
Rosalind Newsom,1981669448,81
Sherry Devore,1822830918,47
Susanna Jordan,4758876601,56
Ramon Ware,6021646386,96
Marian Sims,7413064610,22
Charity Dorsey,5388507892,55
Dennis Hottel,1971866627,58
Mabel Degraff,5995223741,76
Larry Vanvliet,3466076667,30
Johanna Andrade,5053452821,73
Patsy Leardi,5883134742,11
