Andres Brueckman,6855225763,84
Ethel Mariska,8890124918,2
Rita Garroutte,1125845588,77
Hilda Cyr,2596413950,96
Tom Woods,7777872013,6
Ella Pancoast,4548012346,70
Shayne Dermody,2574444560,3
Kenny Covello,9520624200,85
Johnnie Coldwell,7246456995,58
Helene Fink,7941800949,10
Evelin Cox,1849200935,47
Nellie Ross,6797536050,30
Elizabeth Anderson,2745764348,46
Rickey Crist,9726409394,32
Brooke Virgo,3462109964,81
Deborah Carpio,7173994813,19
Barbara Tatum,4557347660,67
Bruce Montgomery,7613982774,48
Glenn Oliver,7211592306,37
Wendell Bormann,5580796394,55
Kylee Frieden,8809042224,12
Tammy Boozer,2060358489,2
Luis Bristow,3273106324,51
Patsy Leardi,5883134742,81
Nancy Westmoreland,2186990416,68
Chung Loven,9936136566,96
Leonard Gregory,4785101640,71
Sherry Devore,1822830918,46
Bailey Browning,4781152376,44
Betty Troupe,9510881536,11
James Martel,5670564200,81
Johanna Andrade,5053452821,63
Johnny Thornhill,7527248626,99
Wayne Sweatt,5495925192,87
Walter Pruitt,3715794987,37
Howard Jaeger,2197645941,66
Wayne Sweatt,5495925192,85
Becky Stokes,2385441248,73
Brooke Virgo,3462109964,68
Spencer Ruiz,7004670027,27
Betty Troupe,9510881536,47
Alisia Mitchell,4390836851,20
Eleanor Lakey,6140207836,52
Jane Sherlock,9149184076,22
Bessie Holtmeier,1442371924,38
Maynard Turner,7045513263,74
Abel Eggert,5780484605,52
Kenny Covello,9520624200,42
Myra Hall,6320250986,11
Lisa Scott,8634841530,77
Vanessa Roark,8799111316,79
Theodore Haselton,7918127105,80
Paul Almand,5216523104,72
Jewel Combest,5558618206,88
Paulette Broussard,7783488063,48
Estell Frazier,7343112753,79
Ed Filkins,7325760350,15
Florence Edelstein,5782238180,79
Angelina Krueger,5666738296,52
Renee Sinnott,3490660410,69
Colleen Lecy,3068463576,12
Brian Roundtree,9684846961,43
Stephen Mascorro,3763212909,99
Marjorie Burton,6289207944,53
Hazel Mcelhenney,1760475199,48
Ronnie Mcfadden,5066939316,91
Humberto Hull,4462330289,7
Noelia Lark,3921972087,66
James Martel,5670564200,6
Roger Ricks,8316510454,26
Delia Bohn,2162876965,10
Erika Student,8197665467,20
Hope Mulkey,1894281496,39
Charity Dorsey,5388507892,37
Eleanor Lakey,6140207836,83
Ramiro Segovia,4017082605,13
Kenneth Feliciano,7311844146,40
Ria Mcqueeney,3570873099,94
Socorro Neary,8847931961,77
Raquel Carboneau,8111571171,51
George Abbott,3557304709,54
Eleanor Lakey,6140207836,94
Albert Gray,6800790294,83
Octavio Strother,8130435497,11
Flossie Whitten,2067736932,11
Gordon Blackwell,4311415737,74
Chad Wilkins,1845932505,91
Kevin Gillaspie,7111211933,70
Darlene Roy,9565664235,51
Suzanne Hughes,7332089995,47
Katie Atwell,3545975626,15
Kory Snider,4812093955,89
Andrew Morey,8836694647,14
Dale Ramirez,7628165255,6
Karina Shultz,3599000594,85
Christopher Shuttleworth,4874856612,17
Adelina Webb,2606983975,39
Sarah Ogle,3726465213,56
Timothy Lyon,8159279908,52
Rita Garroutte,1125845588,46
