Delana Gerdes,4612926203,66
James Martel,5670564200,78
Diane Difranco,1019894663,78
Perry Bone,2716754208,44
Gina Tousignant,4922065316,100
Hilda Cyr,2596413950,37
Kory Snider,4812093955,79
Sabrina Lothridge,9934373031,68
Marguerite Buman,9645033748,63
Ambrose Barnhart,8673331819,19
Debra Youngblood,6696145165,54
Cynthia Wildey,6549349382,26
Norma Millett,9985473498,32
Esther Amos,6082038727,87
Madeline Fujihara,3174695462,21
Chantel Ferrara,4127582275,26
Kristi Cocco,9759414641,58
Laverne Jarvi,6201131582,63
Robert Washington,2390673553,55
Kenneth Feliciano,7311844146,85
Jillian Delacruz,3181624027,89
Patti Howard,8207879173,16
Peter Hightower,8410542891,9
Irene Axel,6340258154,96
Bessie Holtmeier,1442371924,21
Howard Jaeger,2197645941,42
Lorine Richard,5833978643,30
Noelia Lark,3921972087,61
Judith Jeans,5117162234,22
Brandy Crawford,4144834573,78
Blaine Ivy,2745530565,77
Dwayne Altmann,6618506013,21
Colleen Lecy,3068463576,45
Elvin Murders,8099044094,80
Gail Myers,9035290920,76
Jillian Delacruz,3181624027,48
Andres Brueckman,6855225763,83
Stacey Dallmann,2636360567,22
Florence Edelstein,5782238180,95
Michell Mcmillian,7969554976,98
Isaac Bessick,3502033226,0
Susan Haslam,3582495517,0
Sarah Ogle,3726465213,0
Christina Villalpando,2381163253,8
Luis Bristow,3273106324,61
Harold Hartung,2848971310,31
Susan Haslam,3582495517,60
Bill Miranda,4515162704,73
Sean Miller,4729467587,74
Louise Salcedo,1502648894,53
Laverne Jarvi,6201131582,58
Mario Qualls,5384755398,95
Helen Hunt,2125261628,53
Leonard Gregory,4785101640,78
Kathleen Mccoy,8921815652,98
Sabrina Lothridge,9934373031,0
Ed Filkins,7325760350,36
Rona Norris,6614229489,45
Taylor Goodman,3043828363,13
Horace Niess,1624580641,9
Lorine Richard,5833978643,44
Ria Mcqueeney,3570873099,3
Tim Krantz,4565748370,96
Jarrod Guerrero,4138930284,94
Wendell Bormann,5580796394,15
Stephanie Blair,5473591598,96
Joan From,7437603547,80
Ronnie Mcfadden,5066939316,49
Brian Roundtree,9684846961,82
Hannelore Mcveigh,7954389575,62
Noreen Bussell,1316628583,51
Sara Troutman,4799326905,35
Hilda Cyr,2596413950,78
Suzanne Hughes,7332089995,11
Paulette Broussard,7783488063,6
Erma Bottorff,5156120908,85
Donna Peacock,4044315514,47
Ralph Berry,2572374654,10
Judy Soliz,5780904054,62
Tomas Ammons,6883103704,22
Darlene Roy,9565664235,8
Leslie Carroll,2056591368,97
Howard Jaeger,2197645941,14
Brandie Humphreys,5010382990,58
Kristin Gallagher,1742885324,26
Delana Gerdes,4612926203,40
Albert Gray,6800790294,8
Geraldine Berri,7894913060,72
Geraldine Berri,7894913060,62
Diane Difranco,1019894663,49
Rosalind Newsom,1981669448,98
Frankie Hamilton,3873421755,70
Shawn Stroud,9318359875,13
Lucille Dunham,9600062144,30
Moises Major,6114661239,49
George Abbott,3557304709,95
Alvaro Weaver,5150669639,48
Elizebeth Lawson,9333556242,31
Jack Gustafson,1417257168,33
Kristin Gallagher,1742885324,93
